business_travel,department,education_field,gender,job_role,marital_status,over_time,transform_age,transform_daily_rate,transform_distance_from_home,transform_education,transform_environment_satisfaction,transform_hourly_rate,transform_job_involvement,transform_job_level,transform_job_satisfaction,transform_monthly_income,transform_monthly_rate,transform_num_companies_worked,transform_percent_salary_hike,transform_performance_rating,transform_relationship_satisfaction,transform_stock_option_level,transform_total_working_years,transform_training_times_last_year,transform_work_life_balance,transform_years_at_company,transform_years_in_current_role,transform_years_since_last_promotion,transform_years_with_curr_manager
2,1,3,0,0,1,0,0.08975174431763906,0.8189281070662249,0.6190184482541343,-0.8766514859567771,-1.5115179218293227,-0.18935006700676033,-2.1551397584983194,0.22070788487324908,-0.7348710436733291,-0.07041123543862493,0.08955756482345581,1.0436172385962776,0.21764749133590086,-1.3183898417423734e-16,-1.524222727066541,-1.0612064542128736,0.6327142874456495,-0.5470396880041496,-2.1540711506298145,-1.4332731825596956,-1.6018503556541996,-1.080678720232234,-1.539423275108615
2,1,1,1,6,1,1,1.4021426528133583,1.2100724748649003,-0.4073636969934713,1.1075072383926439,-1.5115179218293227,-1.6186982895979234,0.3212895778082788,-1.162289272854159,0.1697755096291305,-1.1484186329724264,-0.48912403549413963,1.7517750343597627,-0.9303783214729412,-1.3183898417423734e-16,0.20384402021103543,1.791574057372143,0.9244473728368342,-0.5470396880041496,1.977477357992821,0.7548716342480365,-1.6018503556541996,0.6127168283561429,0.9012220670530111
1,2,2,0,7,1,0,0.5959136314792282,-0.5627473016443804,1.562938742230503,0.07887446944883943,0.21730082438904436,0.5815081328606424,0.3212895778082788,1.46310918346612,-0.7348710436733291,1.3561816614357205,0.1552595006210402,1.0436172385962776,-0.103982496941856,-1.3183898417423734e-16,1.2074170108799995,0.600398278090654,1.344765430366134,-0.5470396880041496,1.977477357992821,1.6787181191108695,0.19103201584229101,1.1048005654157216,1.0801658309865885
2,2,3,1,7,1,1,0.3992179599765023,0.7816786890879398,-1.489826559599022,-0.8766514859567771,-0.6990199094606043,-0.389434288175209,-2.1551397584983194,0.22070788487324908,1.1776024023320348,0.5767803603585734,-0.06392857153719561,0.042502984189837244,1.5707242073850456,7.355227538141662e-16,0.20384402021103543,1.791574057372143,-0.5864710345447703,-0.5470396880041496,-1.10797423966252,-0.2998193140995017,-0.10509700487903648,-1.080678720232234,-0.4046073448912299
2,1,3,1,3,1,1,1.7260203006732773,-0.13696335494291662,-1.0097877840730654,0.07887446944883943,1.2194759598220355,0.6283081269669343,0.3212895778082788,1.8040805502126094,-1.5174320748227104,1.811635809627086,0.9726417032635213,1.0436172385962776,-0.4816859079418287,-1.3183898417423734e-16,1.2074170108799995,0.600398278090654,1.4211407786578105,-0.5470396880041496,0.27472504253506774,-0.06268044538912643,-0.4620970933000363,0.10660552608147432,0.23636055324188954
1,1,3,0,2,2,0,-0.017608042232203875,-0.35907856121631887,1.1547123577595622,-1.7420985499339638,-0.6990199094606043,0.3927964999660752,0.3212895778082788,-1.162289272854159,1.1776024023320348,-1.3836963449442237,-0.8980600751612441,-0.5653681219390824,-0.4816859079418287,-1.3183898417423734e-16,-1.524222727066541,-1.0612064542128736,-0.24585527978945773,-0.5470396880041496,0.27472504253506774,0.4791514803629154,-0.921520597408985,0.10660552608147432,0.9012220670530111
2,1,1,0,5,2,0,-0.4709368933988679,0.5463510103865544,-0.6701980222155093,-0.8766514859567771,0.21730082438904436,-1.3376965685612108,0.3212895778082788,0.9777644755860164,1.1776024023320348,1.1145967695940526,0.7448126162128046,0.4637398083154603,0.21764749133590086,-1.3183898417423734e-16,1.2074170108799995,-1.0612064542128736,0.04427570682712779,2.2495315977704196,0.27472504253506774,0.31967005284816663,0.8746447664624747,1.4472357852334827,0.9012220670530111
2,2,2,1,7,1,0,-1.3788247860596392,-0.4907317518228108,-0.4073636969934713,-1.7420985499339638,0.21730082438904436,1.0431821805019819,-1.0736474267643004,0.22070788487324908,-1.5174320748227104,-0.24792411201438583,0.5894823368738542,-0.5653681219390824,-0.9303783214729412,-1.3183898417423734e-16,-1.524222727066541,-1.0612064542128736,-0.7835904345972504,-1.4313827521298745,1.977477357992821,-0.06268044538912643,-0.4620970933000363,-1.080678720232234,-0.05350946926313296
2,1,5,1,2,2,0,-2.151690995420676,-1.8228898191705343,-0.4073636969934713,0.07887446944883943,-1.5115179218293227,0.9061118969404455,0.3212895778082788,-1.162289272854159,-1.5174320748227104,-0.8264371182026541,-0.10111071448178809,-0.5653681219390824,1.1294067369252645,-1.3183898417423734e-16,-0.7127256615344801,-1.0612064542128736,-1.9625689852535766,-0.5470396880041496,0.27472504253506774,-1.4332731825596956,-1.6018503556541996,-1.080678720232234,-1.539423275108615
2,1,1,0,5,2,0,0.5959136314792282,0.06697142526114261,1.4262436870045654,2.1984208742413665,-1.5115179218293227,-1.06527870124334,0.3212895778082788,1.46310918346612,1.1776024023320348,1.5591858120339264,0.2946975064195062,0.042502984189837244,-0.103982496941856,-1.3183898417423734e-16,-0.7127256615344801,-1.0612064542128736,0.733996240675363,-0.5470396880041496,0.27472504253506774,-1.4332731825596956,-1.6018503556541996,-1.080678720232234,-1.539423275108615
